username,rating,comment,date,developer_response
Rıdvan Öztoprak,5,İçerik güzel ama arayüz biraz garip animasyon ve görseller ile desteklenebilir,2025-03-28 22:26:42,İlginiz için teşekkür ederiz. Arayüz ile ilgili çalışmalarımız devam etmektedir.
Lgs,5,çok teşekürler 9.sınıflar içinde deneme gelse mükemmel olur ve kalem ve silginiz yetersiz düzeltilirse çok memnun olurum🩷,2025-03-16 14:40:24,İlginiz için teşekkür ederiz. Kalem ve silgi ile ilgili çalışmalarımız devam etmektedir. Önerinizi ilerisi için değerlendirebiliriz.
esilem,5,OGM'nin yaptıklarını pandemi zamanından beri takip ediyorum. Gerçekten her işleri kaliteli idi fakat bu başka bir seviye olmuş. Fırsat ve imkan eşitliği için kritik bir öneme sahip. Umarım bütün öğrenciler faydalanır.,2025-03-12 06:31:24,İlginiz ve yorumunuz için teşekkür ederiz.
Enes Yasin Karaman,3,Uygulama güzel sorular kaliteli ama harf veya noktalama hatası yanlış yapılınca soruyu yanlış kabul ediyor. Bu durumun düzeltilmesi gerekiyor.,2025-03-16 14:10:35,İlginiz için teşekkür ederiz. Belirttiğiniz sorunları mebi@meb.gov.tr e-posta adresine sorununuz ile ilgili ekran görüntüsüyle ve detaylı açıklamalarıyla birlikte e-posta gönderebilirsiniz. Düzeltilmesini sağlayabiliriz.
Talha Aksın,4,Devletin böyle birşeye tekrardan el atması harika ama bence videoların süreleri ve video çeşitliliği arttırılmalı saolun 🤍,2025-03-19 21:20:31,İlginiz için teşekkür ederiz. Sizlerin geri bildirimleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz.
Yusuf Genç,5,sayın bakanım çok teşekkür ederim gerçekten gelmiş geçmiş en iyi eğitim ders platformu size çok teşekkür ediyorum,2025-03-13 20:17:01,İlginiz ve yorumunuz için teşekkür ederiz.
RYU2XNOSUK3,1,Uygulama boş.Ebadan ne farkı var ki? Zaten zorla kullandırıyorsunuz.İcine birqz daha içerik ekleyin,2025-03-17 15:35:00,"MEBİ, kullanım zorunluluğu olmayan, kişiselleştirilmiş öğrenme deneyimi sunan, yapay zekâ destekli bir platformdur. Adaptif testler, detaylı raporlama, hedef belirleme, çalışma planı ve bireysel öğrenme algoritması gibi özelliklerle öğrencilerin eksiklerini tespit edip onlara özel bir öğrenme süreci sunmayı amaçlamaktadır."
Yunus Emre,5,10. sınıfım severek kullanıyorum. Hem istediğim dersle konuyla ilgili çıkmış sorular görüyorum hem de ilgili konuya rahatça ulaşıp eksik konularla ilgili ders dinleyebiliyorum. Sadece soruların çözümünü açıklama şeklinde kısaca gösterirseniz çok güzel olur daha yeni çıktı umarım daha da gelişir teşekkür ederim.,2025-03-25 01:45:02,İlginiz ve yorumunuz için teşekkür ederiz. Sizlerin geri bildirimleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. Bu sene ki 10. sınıflarımız önceki müfredat konuları görmekteler. Dilerseniz diğer uygulamalarımızdan da yararlanabilirsiniz.( Dersler Cepte ve Soru Bankası gibi.)
Chn Akdmr,4,Güzel olmuş. Emeği geçen herkesin eline sağlık. Zaman içinde daha iyi olacaktır. Birkaç önerim olacak. - Öncelikle anlatımlar daha akıcı hale getirilebilir. - Sadece dokuzuncu sınıfları görebiliyorum. Üst sınıflar için de içerikler eklenmeli. - Etkinlikler güzel fakat sayısı artırılmalı. - Arayüze eklenen sekmelere uygun içerikler yüklenecektir tabii ki. - Tüm öğrencilerin genel ağa erişme konusunda eşit olmadığı düşünülerek hizmet sağlayıcılardan bu konuda yardım alınmalı.,2024-11-03 10:41:40,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz.
"
Hamide sude Develi,5,yani bence çok kullanışlı lisedeyken meslekler hakkında bilgi vermeleri çok güzel ders çalışmak için de çok güzel elinize sağlik,2025-03-07 19:12:56,İlginiz ve yorumunuz için teşekkür ederiz. Sizlerden gelen geri bildirimlerle uygulamamızı ve içeriklerimizi geliştiriyoruz. Meslekler hakkında verdiğimiz bilgilerin sizler için faydalı olduğunu duyduğumuza sevindik.
Güllü Özdemir,4,Uygulamada videoların kısa ve yetersiz olması açılmaması gibi sorunlar var bunlar geliştirilir videolar daha uzun konu anlatımı + detaylı soru çözümü şeklinde YouTube deki gibi olabilir ama onun haricinde milli eğitim denemelerine girebilmek ve başarımızı takip etmek için gayet güzel bi uygulama çalışma programı yapılabilir çıkmış soruları çözebilme olanağı vermesi de başka bi güzel noktası ben sevdim ama video izlemek için yetersiz bi uygulama umarım geliştirilir :),2024-11-03 13:47:52,"İlginiz için teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz. Video anlatımları, konu özetleri, adaptif test ekranı, çıkmış sorular, değerlendirme testleri ve denemeler ile MEBİ, öğrencilerimize sınavlara hazırlık ve okul derslerinde yardımcı olacak yeterli ve gerekli içerikleri sunmaktadır."
Alp Basyigit,4,"Bakanlığın yaptığı en iyi proje bence anlık olarak, testleri ve denemesini çözdüm eksik olarak gördüğüm şey şu: Kazanımlar çok fazla alt başlığa ayrıldığı için bir konu hakkında genel bir test çözmek biraz zorlaşıyor, konu denemesi şeklinde testler çıkartırsanız bence harika olacaktır. Elektrik manyetizma karma bir test mesela veya türev, integral, denge vs. biraz daha kapsamlı bir test havuzu olursa daha iyi olacaktır.",2024-11-12 17:05:47,İlginiz ve yorumunuz için teşekkür ederiz.
Eren Bilgi,5,Uygulma çok güzel ama konu özetlerini tek tek açıp basarak değilde hepsini tek tuşla inceleyip indirebilmek güzel olurdu,2025-02-17 02:13:31,"İlginiz için teşekkür ederiz. Konu özetlerini ders bazlı olarak tek seferde indirebilirsiniz. Bunun için ""YKS Hazırlık"" modülünün içinde ""Kitap ve Denemelerim"" sayfasında ""MEBİ Konu Özeti Kitapları"" bölümünden ders bazında konu özetlerini indirebilirsiniz."
Ahmet eren Çelik,4,Yeni çıkmasına rağmen ben ve öğrenciler için harika bir uygulama notları etkinlikleri... Daha bahsedemiyeceğim birsürü bizim için güzel olan şeyler var.fakat benim bir puanı kırmamım sebebi büyük ihtimal uygulama yeni çıktığından ötürü dersin başlarında ortalarında ve sonunda çok donma var bu da bizim ders dinlememizi etkiliyor umarım en kısa sürede bu düzeltilir ve güzel bir ders dinleriz yorumumu okuduğunuz için teşekkür ederim...,2024-11-04 19:57:17,
Yusra Yıldız,5,Mükemmel 👌🏻 bir sistem bence doping hafıza'dan tek bir fark var o da canlı hocayla konuşma yok diğer şekilde bir fark yok çok sevdim❣️,2025-01-11 21:41:00,İlginiz için teşekkür ederiz. Şu an için birebir Hocalarla konuşma imkanı yok fakat ara ara canlı derslerimiz olmaktadır. Daha önceden yayınlanmış canlı derslerimizi de yine uygulamamızdan izleyebilirsiniz. Uygulama için bildirimleriniz açıksa canlı derslerimiz olduğunda sizleri haberdar etmekteyiz.
Elif Aykut,5,MEB 'in bize böyle güzel bir uygulama sunması gerçekten çok iyi oldu. Özellikle hangi konularda eksik olduğumuzu bilmek konusunda çok yardımcı.Aynı zamanda konu anlatım videoları ve deneme soru çözüm videoları çok faydalıydı.Çok teşekkür ederim 🩵,2024-11-10 16:05:03,İlginiz ve yorumunuz için teşekkür ederiz.
MEHMET AKKAYA,4,Çok güzel olmuş akıllı tahta programı da eklenirse mükemmel olur. Tahtadan açarsak gençlere daha faydalı olur telefondan her zaman uygulamaya ulaşma şansı yok,2024-10-29 13:43:19,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Burak Kirez,3,"Uygulama çok güzel düşünülmüş fakat çok fazla eksiği var. ""Kanka"" adlı yapay zekası çalışmıyor. Çok fazla video daha eklenmemiş olabilir ama burada sonuçta koskoca Milli Eğitimden bahsediyoruz. Bu isteklerimizi çabucak yerine getireceklerindem hiç şüphem yok. Videolarda çok fazla özelliği övüldü ama şu anda övülecek bir tarafı çok yok maalesef.",2024-10-28 18:26:36,İlginiz için teşekkür ederiz. Sizlerin geri bildirimleriyle geliştirmelerimiz devam edecektir. Sorununuz devam ederse mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
hamza Terzi,5,"Güzel bir uygulama yapmışlar gerçekten iş görür ve çoğu paralı kurumdan dahada faydalı fakat kendini geliştirmesi gereken çok fazla yön var en basiti arayüz web tasarım ben daha iyi tasalardım sadece kodlama dili bilmeme rağmen onun dışında kanka bazı sorulan sorularda tıkanıyor kanka'yı ve plartformu geliitirmeleri her ne kadar gereksede önü açık, mantıklı ve aşırı beğendiğim bir uygulama ""10. Sınıf öğrencisiyim""",2024-10-25 15:55:27,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
YUSOO,5,Su an yks ye hazirlaniyorum ve Kesinlikle mükemmel program oluşturma olsun ders videoları özetleri olsun hepsi coo iyi özenle hazırlanmış sadece programımız i yaptıktan sonra tamamlandı ve tik atma gibi bir şey olursa çok daha iyi olur bir kaç yerde de takılma var ama çok iyi yani yks ye mebu dan çıkmadan calisilabilirsiniz tesekurler böyle bir uygulama yapıldığı için,2024-10-29 22:22:54,İlginiz ve yorumunuz için teşekkür ederiz. Sizlerin geri bildirimleriyle geliştirmelerimiz devam edecektir.
Harun Ay,5,"MEB İlk defa düzgün bir uygulama yapmış. Artık dersane ye fln gerek yok. Benim tavsiyem arayüz daha iyi olabilir, daha iyi yenilikler gelebilir. MEB'in diğer uygulamaları kaldırılmalı ve bu uygulamanın üstünde çok çalışılması lazım",2024-10-26 08:39:44,İlginiz ve yorumunuz için teşekkür ederiz.
Doğan,5,"Çok güzel uygulama, ama bazı eksikleri var örneğin; yapay zekâ botu olan ""KANKA"" gerektiği kadar iyi çalışmıyor ama haricinde müthiş bir uygulama! Herkese tavsiye ederim.",2024-10-26 15:58:15,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. Kanka şu an için geri dönütlerini sistem içerikleri ve öğrenci sonuçları üzerinden veriyor. Geliştirme çalışmalarımız devam ediyor."
Doruk Ege,3,"Uygulama güzel fakat böyle tam odaklanıyorum ve bi anda video duruyor. İntarnettenmi acaba diyorum çıkıyorum ama intarnettende değil,videonun ortasında durması dışında konu anlatımları güzel(Türk dili ve edebiyatı hariç onda dil bilgisi bulamadım).",2024-10-27 14:49:11,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz. Donma sorunları giderildi.
"
Ömer Sarıca,5,"Bütün öğrenciler için faydalı olacağını düşünüyorum. Kolay kullanımı ve herkes için ücretsiz olması, uygulamayı bir adımdan daha fazla öne çıkarıyor.",2024-10-23 21:01:42,"Teşekkürler, MEBİ herkes için içerikler sunmaya devam edecek."
Feyza KILIÇ,4,"Güzel düşünülmüş, yararlı bir uygulama.Gözlemlediğim eksiklerden biri çözmek istediğim testlerin,konu özetlerinin ve özellikle denemelerin fotokopi olarak çıktısını alamıyorum.Yazdırma eklentisi getirilmeli.Bir diğeri de ""KANKA"" eklentisi her ne kadar güzel bir düşüncenin ürünü olsa da çok eksiği var, sorularımın çoğuna cevap alamıyorum.Umarım tez zamanda geliştirilebilir.",2024-11-30 05:56:32,İlginiz için teşekkür ederiz. PDF dosyalarının şu an için indirme özelliği bulunmamaktadır. Uygulama üzerinden ya da internet sitemizden konu özetlerine bakabilirsiniz. Deneme sınavları bittikten sonra sınavları sistemimize yüklüyoruz. Kanka ile ilgili geliştirme çalışmalarımız devam etmektedir.
ShogunShs LBR 7,5,Çok güzel uygulama fakat eksikleri var geliştirilirse en iyi eğitim uygulaması budur. Eksik kısımlarda şöyle anlatabilirim. Yazılıya hazırlanıyorum kısmında sadece 9. Sınıflara dönük yer var .(bu yazıyı yazarken durum bu),2024-10-28 21:05:34,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. Lütfen geliştirilmesini düşündüğünüz alanları bize yazınız. Diğer uygulamalarımızda tüm sınıf dersleri mevcuttur. Dilerseniz o uygulamalarımızı kullanabilirsiniz."
B',2,"Şu zamana kadar OGM Materyal olarak 4-5 uygulama piyasaya sürmüşsünüz, hepside sınava hazırlanan öğrencilerin için. Bu çok güzel, teşekkür ederiz. Fakat 5 uygulamada da yorumların hepsi 4 yıldızın aşağısında, nedense geliştirme ekibi işini iyi yapmıyor ya da yapamıyor. Bir uygulama da optimizasyon sorunlarını gidermek bu kadar zor olmamalı. Lütfen daha profesyonel ekip ile çalışın.",2024-10-25 03:30:18,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Ömer,1,"uygulamanın designerine selam olsun uygulamada günler birbirine giriyor 400 pc ekranlar için bir düzenleme yapılmamış , tamamen boş bir ugulamaneba nın kendi ""WEB SİTESİ"" bile bu uygulamadan daha iyi çalışıyor",2025-02-06 09:00:10,Hangi bölüm hakkında yorum yaptığınızı bilmiyoruz ama YKS Çalışma Planım bölümünden bahsediyorsunuz sanırız. Bu sayfaya girdiğiniz de cihazınızı yatay çevirmeniz konusunda uyarıda bulunuluyor. Haftalık olarak göstermek istediğiniz de tüm günleri rahat görebilmek için cihazınızı yatay konuma alabilirsiniz.
Metehan Korkmaz,5,"MEB'in neden ""Dört dörtlük"" kitaplarını dağıtmadığını bilmiyorum fakat bu uygulamada onlara ulaşabiliyoruz çok çeşitli denemesinden soru bankasına kadar birçok şey var emeği geçenlerin ellerine sağlık. Elle çözmesi kolay değil fakat ekran kalemi ile çözmek çok fayda sağlar diye düşünüyorum.",2024-11-19 23:01:06,İlginiz ve yorumunuz için teşekkür ederiz.
Sudenez Su,5,Merhaba MEB'in eline sağlık ama uygulamada bazı eksikler mesala tamamladığımız etkinliklerde bir işaret bulunmalı ve bir konuda ne kadar ilerleme sağladığımızı gösteren bir yüzde bulunmalı konu anlatımları ve sorular oldukça güzel . Geri dönüş yapılırsa çok mutlu olurum =)),2024-12-10 17:46:44,İlginiz için teşekkür ederiz. Belirttiğiniz durum konu bazlı ilerleme olarak mevcuttur. Konulardaki etkinliklerimizin için şu anda böyle bir ilerleme durumlarını tutmuyoruz.
Nihat Arda KILIÇ,5,lütfen konu özetleririni toplu bir şekilde bir yere ekleyin . Çünkü bu özetler harika ama parça parça olması çok uğraştıriyor,2025-01-09 23:16:08,İlginiz için teşekkür ederiz. Konu özetlerini kitap haline getirip yayınlayacağız. Konu özetleri dosyalarına indirilme özelliği getirilmesi planlanmaktadır.
Ömer,4,Uygulama çok iyi ama iki sıkıntım var. Birincisi KANKA adlı yapay zeka sorulara cevap vermiyor ya da çok uzun sürüyor. İkincisi ise uygulamanın gözümü alan bir teması var. Koyu tema eklense iyi olur.,2024-11-05 22:11:36,
Yavuz Yılmaz,4,"Çok fonksiyonlu bir uygulama olmuş gerçekten, konu ve soru açısından çok fazla tür var ve kullanışlı...",2025-01-05 22:10:00,İlginiz ve yorumunuz için teşekkür ederiz.
Yasinüs Matematik,5,"Sınava nasıl, nereden başlayarak çalışacağını bilemeyen öğrenciler için çok doğru bir düzenleme olmuş. İçerisinde işlenilen bütün konuların hem videolu anlatımı, hem PDF formantında anlatımı mevcut. Sorularla pekiştirme ve sınava yönelik rehberlik mevcut. ÖNERİ ; konuların özet kısmı olarak paylaşılan notların PDF olarak indirilebilmesi çok iyi olurdu. Çıktısını alıp fiziki ortamda çalışmak daha verimli olur.",2025-01-03 21:28:11,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. Konu özetleri dosyaları şu an için indirilememektedir. Konu özetlerini kitap haline getirip yayınlayacağız."
Zeynep Akteke,1,İçerikleri bulmak çok zor (mesela ingilizce konu anlatımları eklenmemiş) ve konu anlatımları sıkıntılı. Bir öğrencinin anlamadığı matematik dersini bir kere bile kalem oynatmadan sunudan anlatmaya çalışıyorsunuz. Ayrıca Düzgünce içeriklerinizi vitaminden alıp EBA ya yükleseniz bizim için daha iyi olurdu. ''KANKA'' adında bir yapay zeka koymuşsunuz bizim işimizi kolaylaştırsın diye ama bir işe de yaramıyor zaten.,2025-01-01 18:40:34,Merhaba ilk defa içerikleri bulmakta zorluk yaşıyorum şeklinde bir geri bildirim aldık. Nasıl bir geliştirme yapmamızı istersiniz? Lütfen buradan yazınız veya mebi@meb.gov.tr mail adresinden görüşlerinizi bizimle paylaşınız.
Enis,5,çok güzel bir uygulama işime çok yarıyor bu uygulamayı yapan emeği geçen herkese teşekkür ederim,2025-03-20 17:26:12,İlginiz ve yorumunuz için biz teşekkür ederiz. Uygulamamızın sizin için faydalı olduğuna sevindik.
ranome 36,4,Güzel ama denemeye girip çıkınca denemeye tekrar girip devam edecekken denemeyi bitirmediğim halde denemeden atıyor sınavınızı tamamladınız diye o da düzeltirse iyi olur,2025-03-10 00:19:01,İlginiz için teşekkür ederiz. Denemelerimiz Türkiye geneli olduğundan ve gerçek sınava yakın bir ortam oluşturulması gibi durumlardan dolayı sınava başladıktan sonra süreyi durdurmuyoruz. Sınav sonunda bireysel sıralamaların sağlıklı olması için de süre devam etmektedir. Tüm işlerinizi hallettikten sonra sınava başlayabilirsiniz.
Kübra Tanrıkulu,1,sürekli donuyor sunucu yanıt vermiyor hiçbir şekilde verim alamıyorum.,2025-03-23 16:41:20,Dilerseniz uygulamayı farklı bir cihazdan da deneyebilirsiniz. Yine de aynı sorunlarla karşılaşırsanız mebi@meb.gov.tr e-posta adresine sorununuz ile ilgili ekran görüntüsüyle ve detaylı açıklamalarıyla birlikte e-posta gönderebilirsiniz.
ismail Orçan 2,5,uygulama çok iyi olmuş elinize sağlık ama mebi de geçerli internet desteği yapılmalı pandemi döneminde eba interneti verildiği gibi,2025-03-19 20:24:40,İlginiz için teşekkür ederiz.
Enes Yasin Karaman,1,İzlediğim videolar giriş kısmında gözükmüyor ve çözdüğüm sorularda yazmıyor. Ve Kanka hiç bir soruya cevap vermiyor.,2025-03-03 23:05:08,Giriş kısmında MEBİ ile ilgili bilgilendirme hikayeleri ekliyoruz. Belirttiğiniz gibi izlenen videolar üst tarafta görünmemektedir. Kanka ile ilgili geliştirme çalışmalarımız devam etmektedir.
Zübeyde Aktaş,5,Çok mantıklı ve gelişime açık bir uygulama kesinlikle öneririm konu özetleri olsun konu anlatım videoları olsun son derece iyi kullanınnnn,2025-02-16 00:56:35,İlginiz ve yorumunuz için teşekkür ederiz.
Ayse Güneş,5,Bence çok güzel bir uygulama olmuş öğrencinin çalışası geliyor herşeyi ayrıntısına kadar açıklıyor,2025-01-31 19:25:49,İlginiz ve yorumunuz için teşekkür ederiz.
MEHMET ÇETİNER,5,"Çok güzel; her yönüyle çok kullanışlı, teşekkürler MEB, hem yeni şeyle öğreniyorum hem de bilgilerimi tazeliyorum.",2025-01-26 15:22:44,İlginiz ve yorumunuz için teşekkür ederiz. Uygulamamızın sizler için faydalı olduğunu duyduğumuza sevindik.
Mihriban Özdemir,2,"acikcasi iyi ama surekli site gunce.leniyor diyor uygulamayi daha yeni guncelledim 2 saattir ayni sorunla ugrasmaya calisiyorum 4le ce,mesine ragmen cok yavas",2025-02-19 16:05:01,İlginiz için teşekkür ederiz. Sunucularımıza genelde yoğunluğun az olduğu saatlerde güncelleme çalışmaları yapmaktayız. Sorun farklı sebeplerden olabilir. Belirttiğiniz sorunla ilgili dilerseniz mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüleri ve detaylı açıklama gönderebilirsiniz.
ozi !!!,3,"Uygulama açılır açılmaz mikrafon erişimi istedi, ne için kullanılacak? Ayrıca web tabanlı yaptığınız için uygulama çok hantal çalışmakta.",2025-02-19 21:05:57,Mikrofon iznini istememizin sebebini uygulamamızın karşılama ekranında belirtilmiştir. Yapay zeka Kanka ile konuşarak yazı yazabilme olanağı sağlanması için bu izne ihtiyaç duyulmuştur.
Berat Öztürk,2,Mebi yks denemeleri olduğu vakit bana bildirim geliyor. Fakat deneme gözükmüyor.Hadi tarihi geçtikten sonra indireyim diyorum. Hata verip indirmiyo. Bir ara inmişti şimdi hata veriyo,2025-01-15 23:46:24,"İlginiz için teşekkür ederiz. Denemelere Deneme/Tarama modülünden veya YKS Hazırlık modülünün altında ""Kitap ve Denemelerim"" bölümünden ulaşılabilir. Deneme indirme ile ilgili ufak bir değişikliğe gidildiğinden indirmede hata ile karşılaşıyorsunuz. Uygulamamız güncellenene kadar dilerseniz denemeleri internet sitemizden indirebilirsiniz."
Zokusa,4,Arayüz ve kullanılabilirlik açısından güzel fakat denemeleri pdf olarak indirip çözmek istediğimde hata veriyor ve pdfleri indiremiyorum.,2025-01-20 23:36:10,İlginiz için teşekkür ederiz. Belirttiğiniz durum ile ilgili olarak yakında güncel bir versiyonumuz yayımlanacaktır.
Oyunlar İçin,3,"Deneme sınavlarının cevap anahtarinda başka, video çözümde başka şık doğru gözüküyor ve yapay zekası çok yetersiz.",2025-01-11 13:30:05,İlginiz için teşekkür ederiz. Kanka ile ilgili geliştirme çalışmalarımız devam etmektedir. Belirttiğiniz sorun ile ilgili mebi@meb.gov.tr mail adresine deneme bilgileri ile ekran görüntüsü ve açıklama gönderebilirseniz inceleyip düzeltilmesini sağlayalım.
Melek Koluman,5,Gerçekten yks ye hazırlanana için çok kullanışlı bir platform tabi diğer sınıflar için de geçerli,2025-01-22 14:56:21,İlginiz ve yorumunuz için teşekkür ederiz.
Uygulama İndirme,4,Bilgiler kolay çalınıyor Daha önce benim ve arkadaşlarımın eba hesapları hiç bilmediğimiz insanlar tarafından çalınmıştı ve maalesef bize bu konuda yardım edilmedi umarım burda aynı durumdan müzdarip olunmayızbizim hesaplarımızdan +18 site reklamlarıda yapıldı ve hâlâ fotoğrafları elimde duruyor umarım burda düzeltilmiştir kolay gelsin,2025-02-12 10:43:35,Bilgilerinizin farklı kişilerin eline geçmesinin farklı sebepleri olabilir. Uygulamada hiçbir kullanıcımızın giriş kayıtlarını sunucumuzda tutmuyoruz. Ya e-devlet ya da EBA sistemi aracılığıyla giriş yapılıyor. Kullanıcı kayıt bilgileri biz de olmadığı için içiniz rahat olsun. Ayrıca arka planda birçok güvenlik sistemimiz de mevcuttur. Teşekkürler.
necmettin şeker,5,Teşekkürler zamanla çok daha gelişecektir. Özellikle maddi imkanı olmayan öğrencilerimizi düşündüğünüz için teşekkür ediyorum. Başka kaynak ve sitelere ihtiyaç kalmadı👍 Emeği geçenleri kutluyorum.,2025-01-25 20:48:21,İlginiz ve yorumunuz için biz teşekkür ederiz.
Yonca,5,Güzel bir uygulama olmuş. Daha da gelişeceğini umuyorum. Emeğinize sağlık.,2025-01-26 12:02:29,İlginiz ve yorumunuz için teşekkür ederiz.
Zehra imaç,5,Çok güzel uygulama aşırı kullanışlı fakat deneme raporlarını göstermiyor site güncelleniyor yazısı çıkıyor.Geri kalan kısmını çok beğendim.,2025-01-10 11:22:14,İlginiz ve yorumunuz için teşekkür ederiz. Belirttiğiniz rapor ekranında bir sorun tespit edemedik. Dilerseniz mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirseniz detaylı olarak inceleme yapabiliriz.
Zeynep Doğan,5,Çok kullanışlı ve çok fazla içerik var öğrencilere büyük destek veriyor,2025-02-04 19:53:21,İlginiz ve yorumunuz için teşekkür ederiz.
Güney Çökelekoğlu,4,Raporlar kısmında bu konuyu çalışmadınız diyor ama ben bütün testleri çözüyorum ve videoları izliyorum neden raporlar kısmı açılmıyor yardım edermisiniz,2025-02-26 22:56:42,İlginiz için teşekkür ederiz. 9. sınıfların bu durumu için düzeltme çalışmamız devam etmektedir.
İrem Kunduz,5,Ücretsiz bir şekilde öğrencilere katkıda bulunduğu için milli eğitime çok teşekkür ediyorum,2025-02-13 23:34:56,İlginiz ve yorumunuz için biz teşekkür ederiz.
Fatmanur Ayyıldız,5,Kesinlikle çok faydalı ve güzel bir uygulama olmuş burdan faydalanirsaniz çok işinize yarayacaginu düşünüyorum ben çok beğendim,2025-02-06 22:25:08,İlginiz ve yorumunuz için teşekkür ederiz.
Davut Aykac,5,Güzel ve iyi uygulama konu ozetlerinin yaninda indir olmasi pdf seklinde iyi olabilir ogrenciler acisindan kitap alamayan ve durumu olmayanlar icin,2025-01-25 16:33:02,İlginiz için teşekkür ederiz. Konu özetlerinin pdf halini indirme olarak ayarlama çalışmamız devam etmektedir. Sonraki güncellememiz de bu durum düzeltilecektir.
rusa Chocalate,5,Harika bir uygulama çok işime yarıyor gerek konular olsun gerek testler olsun her konudan donatılmış bir uygulama,2025-02-16 22:56:18,İlginiz ve yorumunuz için teşekkür ederiz.
Büşra Nur Özkaya,5,Çalışma programı hazırlarken cumartesi günü üzerinde değişiklik yapamıyorum. İlk yaptığımda seçtiğim dersleri geri silemiyorum. ilgilenirseniz sevinirim iyi çalışmalar,2025-03-01 00:02:19,İlginiz için teşekkür ederiz. Çalışma planında değişiklik ve silme işlemleri yapılabilmesi gerekir. Eğer bu değişiklikleri yapamıyorsanız mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
Seher Şeker,4,uygulama gerçekten güzel fakat konu özeti notları indiremiyorum. yardımcı olur musunuz?,2025-01-27 15:09:40,"Teşekkürler, yakında bir güncelleme gelecek. Şimdilik konu özetleri kitaplarını indirebilirsiniz. Ayrı ayrı konu özetlerini web sürümünden indirebilirsiniz."
Mert Atmaca,5,Gayet güzel tebrik ederim çok beğendim ücretsiz olması ve bu kadar kapsamli olması çok güzel MEB hakkını vermiş gerçekten,2025-01-23 22:57:39,İlginiz ve yorumunuz için teşekkür ederiz.
Yks25 Haryy potter,1,Kısa bir süre öncesine kadar uygulamaya girebiliyordum fakat şimdi açılmıyor silip yeniden indirdim ama işe yaramadı,2025-02-01 01:13:05,Belirttiğiniz sorunu mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsüyle ve detaylı açıklamalarıyla birlikte gönderebilirsiniz.
Ali Doğan,3,Güzel ders anlatımı var ama etkinlikler açılmıyor bu konudaki sorunların giderilmesi lazım,2025-02-25 20:28:32,İlginiz için teşekkür ederiz. Etkinliklerle ilgili bir sorun olmaması gerekiyor ama yine de sorun yaşıyorsanız mebi@meb.gov.tr e-posta adresine sorununuz ile ilgili ekran görüntüsüyle ve detaylı açıklamalarıyla birlikte e-posta gönderebilirsiniz. Düzeltilmesini sağlayabiliriz.
Yasir Tunç,5,Ben kullanıyorum ve memnunum nasıl birşey diyorsanız doping hafıza gibi ama daha iyi hem de ordan çalışarak sınavlara daha iyi çalışabilirsiniz size öneririm,2025-02-23 13:09:57,İlginiz için teşekkür ederiz.
Ali Asi,2,Uygulama çok güzel ama güncellemesi sanırım daha bitmedi uygulama yeni mi geçti ben internet web sayfası üzerinden giriyordum,2025-01-28 17:03:01,İlginiz için teşekkür ederiz. Uygulamamız lansman yapıldığı tarihten itibaren vardı. Şu an yeni güncellemesi de mevcuttur.
Merve,5,Hayatımda gördüğüm en güzel uygulamarladan birisi ama ben konu özetlerini bulamadım var mı yok mu bilemiyorum eğer yoksa yayınlar mısınız?,2025-01-30 23:46:30,"İlginiz için teşekkür ederiz. Konu özetlerimiz, konu anlatımı içerisindeki ""Konu Özeti"" bölümüne tıkladığınız da açılmakta ve üstteki indirme düğmesiyle de indirilebilmektedir. Tüm konu özetlerine ise ""YKS Hazırlık"" modülünün altında ""Kitap ve Denemelerim"" sayfasının altından ulaşabilirsiniz. İçerikleri görüntüleyebilirsiniz ya da indirebilirsiniz."
